Station Name,Latitude (deg),Longitude (deg),Elevation (ft),Max Temp (F),Min Temp (F),Rainfall (in),Corn GDD (F),Corn AGDD (F),Delta GDD (5yr),County,Date
Perley,47.179,-96.68,895,69.998,55.202,0.0,13.0,1616.0,-150.0,"Norman, MN",2017-08-25
Perley,47.179,-96.68,895,71.096,54.986,0.0,13.0,1629.0,-153.0,"Norman, MN",2017-08-26
Perley,47.179,-96.68,895,76.766,51.83600000000001,0.0,14.0,1643.0,-155.0,"Norman, MN",2017-08-27
Perley,47.179,-96.68,895,86.234,47.948,0.0,18.0,1661.0,-160.0,"Norman, MN",2017-08-28
Perley,47.179,-96.68,895,87.38600000000002,56.462,0.0,21.0,1682.0,-160.0,"Norman, MN",2017-08-29
Perley,47.179,-96.68,895,83.156,53.51,0.0,18.0,1700.0,-160.0,"Norman, MN",2017-08-30
Perley,47.179,-96.68,895,75.218,50.702,0.0,13.0,1713.0,-165.0,"Norman, MN",2017-08-31
Perley,47.179,-96.68,895,67.964,59.198,0.08,14.0,1727.0,-168.0,"Norman, MN",2017-09-01
Perley,47.179,-96.68,895,82.976,53.474,0.0,18.0,1745.0,-168.0,"Norman, MN",2017-09-02
Perley,47.179,-96.68,895,89.042,51.368,0.0,19.0,1764.0,-169.0,"Norman, MN",2017-09-03
Perley,47.179,-96.68,895,72.986,45.322,0.03,11.0,1775.0,-177.0,"Norman, MN",2017-09-04
Perley,47.179,-96.68,895,69.152,43.394,0.0,10.0,1785.0,-183.0,"Norman, MN",2017-09-05
Perley,47.179,-96.68,895,71.096,33.645,0.0,11.0,1796.0,-188.0,"Norman, MN",2017-09-06
Perley,47.179,-96.68,895,85.65799999999999,42.786,0.0,18.0,1814.0,-185.0,"Norman, MN",2017-09-07
Perley,47.179,-96.68,895,72.194,39.436,0.0,11.0,1825.0,-188.0,"Norman, MN",2017-09-08
Perley,47.179,-96.68,895,79.664,47.048,0.0,15.0,1840.0,-184.0,"Norman, MN",2017-09-09
Perley,47.179,-96.68,895,85.78399999999998,59.432,0.0,23.0,1863.0,-173.0,"Norman, MN",2017-09-10
Perley,47.179,-96.68,895,83.822,53.42,0.0,19.0,1882.0,-166.0,"Norman, MN",2017-09-11
Perley,47.179,-96.68,895,91.922,51.944,0.0,19.0,1901.0,-156.0,"Norman, MN",2017-09-12
Perley,47.179,-96.68,895,83.3,63.26600000000001,0.0,23.0,1924.0,-144.0,"Norman, MN",2017-09-13
Perley,47.179,-96.68,895,70.75399999999998,56.444,0.02,14.0,1938.0,-140.0,"Norman, MN",2017-09-14
Perley,47.179,-96.68,895,59.558,51.278,0.06,5.0,1943.0,-148.0,"Norman, MN",2017-09-15
Perley,47.179,-96.68,895,53.90600000000001,44.411,0.01,2.0,1945.0,-158.0,"Norman, MN",2017-09-16
Perley,47.179,-96.68,895,62.834,39.981,0.0,6.0,1951.0,-161.0,"Norman, MN",2017-09-17
Perley,47.179,-96.68,895,72.806,46.43600000000001,0.0,11.0,1962.0,-161.0,"Norman, MN",2017-09-18
Perley,47.179,-96.68,895,78.818,59.684,3.574,19.0,1981.0,-156.0,"Norman, MN",2017-09-19
Perley,47.179,-96.68,895,72.068,50.63,0.0,11.0,1992.0,-154.0,"Norman, MN",2017-09-20
Perley,47.179,-96.68,895,81.122,50.396,0.0,16.0,2008.0,-149.0,"Norman, MN",2017-09-21
Perley,47.179,-96.68,895,87.06200000000003,55.79600000000001,0.0,21.0,2029.0,-137.0,"Norman, MN",2017-09-22
Perley,47.179,-96.68,895,60.908,51.29600000000001,0.14,6.0,2035.0,-142.0,"Norman, MN",2017-09-23
Perley,47.179,-96.68,895,56.3,50.45,1.031,3.0,2038.0,-154.0,"Norman, MN",2017-09-24
Perley,47.179,-96.68,895,53.438,48.506,0.11,2.0,2040.0,-164.0,"Norman, MN",2017-09-25
Perley,47.179,-96.68,895,54.914,40.266,0.51,2.0,2042.0,-178.0,"Norman, MN",2017-09-26
Perley,47.179,-96.68,895,72.752,42.688,0.0,11.0,2053.0,-180.0,"Norman, MN",2017-09-27
Perley,47.179,-96.68,895,68.358,42.485,0.0,9.0,2062.0,-180.0,"Norman, MN",2017-09-28
Perley,47.179,-96.68,895,63.554,34.995,0.0,7.0,2069.0,-184.0,"Norman, MN",2017-09-29
Perley,47.179,-96.68,895,69.296,44.38800000000001,0.0,10.0,2079.0,-186.0,"Norman, MN",2017-09-30
Humboldt,48.88399999999999,-97.15,798,78.188,44.411,0.0,,,,"Kittson, MN",2017-05-15
Humboldt,48.88399999999999,-97.15,798,59.882,46.027,0.33,5.0,5.0,-5.0,"Kittson, MN",2017-05-16
Humboldt,48.88399999999999,-97.15,798,54.986,41.475,0.0,2.0,7.0,-15.0,"Kittson, MN",2017-05-17
Humboldt,48.88399999999999,-97.15,798,59.882,34.876,0.0,5.0,12.0,-20.0,"Kittson, MN",2017-05-18
Humboldt,48.88399999999999,-97.15,798,66.812,29.977,0.0,8.0,20.0,-18.0,"Kittson, MN",2017-05-19
Humboldt,48.88399999999999,-97.15,798,62.096,40.624,0.05,6.0,26.0,-21.0,"Kittson, MN",2017-05-20
Humboldt,48.88399999999999,-97.15,798,50.792,40.113,0.47,0.0,26.0,-30.0,"Kittson, MN",2017-05-21
Humboldt,48.88399999999999,-97.15,798,52.88,45.856,0.04,1.0,27.0,-44.0,"Kittson, MN",2017-05-22
Humboldt,48.88399999999999,-97.15,798,67.316,45.772,0.0,9.0,36.0,-50.0,"Kittson, MN",2017-05-23
Humboldt,48.88399999999999,-97.15,798,71.618,38.65,0.01,11.0,47.0,-53.0,"Kittson, MN",2017-05-24
Humboldt,48.88399999999999,-97.15,798,69.278,47.8,0.0,10.0,57.0,-55.0,"Kittson, MN",2017-05-25
Humboldt,48.88399999999999,-97.15,798,69.872,47.048,0.0,10.0,67.0,-57.0,"Kittson, MN",2017-05-26
Humboldt,48.88399999999999,-97.15,798,76.47800000000002,43.045,0.0,13.0,80.0,-56.0,"Kittson, MN",2017-05-27
Humboldt,48.88399999999999,-97.15,798,63.212,46.027,0.01,7.0,87.0,-64.0,"Kittson, MN",2017-05-28
Humboldt,48.88399999999999,-97.15,798,55.85,43.232,0.12,3.0,90.0,-71.0,"Kittson, MN",2017-05-29
Humboldt,48.88399999999999,-97.15,798,68.594,43.414,0.0,9.0,99.0,-75.0,"Kittson, MN",2017-05-30
Humboldt,48.88399999999999,-97.15,798,77.21600000000002,43.747,0.0,14.0,113.0,-73.0,"Kittson, MN",2017-05-31
Humboldt,48.88399999999999,-97.15,798,84.56,52.34,0.0,18.0,131.0,-65.0,"Kittson, MN",2017-06-01
Humboldt,48.88399999999999,-97.15,798,93.776,58.532,0.21,22.0,153.0,-53.0,"Kittson, MN",2017-06-02
Humboldt,48.88399999999999,-97.15,798,85.586,61.682,0.0,24.0,177.0,-40.0,"Kittson, MN",2017-06-03
Humboldt,48.88399999999999,-97.15,798,79.322,50.93600000000001,0.0,15.0,192.0,-39.0,"Kittson, MN",2017-06-04
Humboldt,48.88399999999999,-97.15,798,82.77799999999998,50.36,0.0,17.0,209.0,-38.0,"Kittson, MN",2017-06-05
Humboldt,48.88399999999999,-97.15,798,87.18799999999997,56.93,0.0,21.0,230.0,-29.0,"Kittson, MN",2017-06-06
Humboldt,48.88399999999999,-97.15,798,76.80199999999998,57.596,0.05,17.0,247.0,-27.0,"Kittson, MN",2017-06-07
Humboldt,48.88399999999999,-97.15,798,81.248,54.41,0.0,18.0,265.0,-24.0,"Kittson, MN",2017-06-08
Humboldt,48.88399999999999,-97.15,798,81.68,48.506,0.6,16.0,281.0,-23.0,"Kittson, MN",2017-06-09
Humboldt,48.88399999999999,-97.15,798,77.9,59.558,0.15,19.0,300.0,-21.0,"Kittson, MN",2017-06-10
Humboldt,48.88399999999999,-97.15,798,84.398,49.1,0.0,17.0,317.0,-16.0,"Kittson, MN",2017-06-11
Humboldt,48.88399999999999,-97.15,798,72.806,49.1,0.0,11.0,328.0,-19.0,"Kittson, MN",2017-06-12
Humboldt,48.88399999999999,-97.15,798,73.058,49.424,0.4,12.0,340.0,-23.0,"Kittson, MN",2017-06-13
Humboldt,48.88399999999999,-97.15,798,76.28,58.28,0.01,17.0,357.0,-23.0,"Kittson, MN",2017-06-14
Humboldt,48.88399999999999,-97.15,798,71.492,56.426,0.0,14.0,371.0,-23.0,"Kittson, MN",2017-06-15
Humboldt,48.88399999999999,-97.15,798,75.77600000000002,55.256,0.04,16.0,387.0,-22.0,"Kittson, MN",2017-06-16
Humboldt,48.88399999999999,-97.15,798,66.56,54.644,0.01,11.0,398.0,-25.0,"Kittson, MN",2017-06-17
Humboldt,48.88399999999999,-97.15,798,64.04,52.88,0.0,8.0,406.0,-31.0,"Kittson, MN",2017-06-18
Humboldt,48.88399999999999,-97.15,798,71.348,48.758,0.06,11.0,417.0,-35.0,"Kittson, MN",2017-06-19
Humboldt,48.88399999999999,-97.15,798,72.28399999999998,47.57,0.0,11.0,428.0,-39.0,"Kittson, MN",2017-06-20
Humboldt,48.88399999999999,-97.15,798,78.152,48.92,0.1,14.0,442.0,-42.0,"Kittson, MN",2017-06-21
Humboldt,48.88399999999999,-97.15,798,75.27199999999998,50.918,0.0,13.0,455.0,-43.0,"Kittson, MN",2017-06-22
Humboldt,48.88399999999999,-97.15,798,63.212,52.628,0.0,8.0,463.0,-52.0,"Kittson, MN",2017-06-23
Humboldt,48.88399999999999,-97.15,798,55.004,43.057,0.07,3.0,466.0,-66.0,"Kittson, MN",2017-06-24
Humboldt,48.88399999999999,-97.15,798,64.85,38.518,0.0,7.0,473.0,-77.0,"Kittson, MN",2017-06-25
Humboldt,48.88399999999999,-97.15,798,73.904,39.519,0.0,12.0,485.0,-84.0,"Kittson, MN",2017-06-26
Humboldt,48.88399999999999,-97.15,798,79.304,42.75,0.0,15.0,500.0,-89.0,"Kittson, MN",2017-06-27
Humboldt,48.88399999999999,-97.15,798,66.65,56.57,0.18,12.0,512.0,-97.0,"Kittson, MN",2017-06-28
Humboldt,48.88399999999999,-97.15,798,77.324,47.732,0.0,14.0,526.0,-102.0,"Kittson, MN",2017-06-29
Humboldt,48.88399999999999,-97.15,798,69.602,50.666,0.0,10.0,536.0,-107.0,"Kittson, MN",2017-06-30
Humboldt,48.88399999999999,-97.15,798,71.438,48.326,0.0,11.0,547.0,-112.0,"Kittson, MN",2017-07-01
Humboldt,48.88399999999999,-97.15,798,73.72399999999998,44.407,0.0,12.0,559.0,-119.0,"Kittson, MN",2017-07-02
Humboldt,48.88399999999999,-97.15,798,78.944,51.26,0.0,15.0,574.0,-124.0,"Kittson, MN",2017-07-03
Humboldt,48.88399999999999,-97.15,798,90.662,61.934,0.04,24.0,598.0,-121.0,"Kittson, MN",2017-07-04
Humboldt,48.88399999999999,-97.15,798,86.234,52.79,0.0,19.0,617.0,-123.0,"Kittson, MN",2017-07-05
Humboldt,48.88399999999999,-97.15,798,80.654,54.914,0.0,18.0,635.0,-123.0,"Kittson, MN",2017-07-06
Humboldt,48.88399999999999,-97.15,798,77.036,53.222,0.0,15.0,650.0,-125.0,"Kittson, MN",2017-07-07
Humboldt,48.88399999999999,-97.15,798,83.85799999999998,53.90600000000001,0.0,19.0,669.0,-124.0,"Kittson, MN",2017-07-08
Humboldt,48.88399999999999,-97.15,798,82.148,55.004,0.0,19.0,688.0,-122.0,"Kittson, MN",2017-07-09
Humboldt,48.88399999999999,-97.15,798,83.19200000000002,49.514,0.0,17.0,705.0,-125.0,"Kittson, MN",2017-07-10
Humboldt,48.88399999999999,-97.15,798,78.998,62.96,1.271,21.0,726.0,-126.0,"Kittson, MN",2017-07-11
Humboldt,48.88399999999999,-97.15,798,66.488,55.292,0.04,11.0,737.0,-137.0,"Kittson, MN",2017-07-12
Humboldt,48.88399999999999,-97.15,798,74.24600000000002,46.958,0.0,12.0,749.0,-143.0,"Kittson, MN",2017-07-13
Humboldt,48.88399999999999,-97.15,798,79.7,47.228,0.0,15.0,764.0,-145.0,"Kittson, MN",2017-07-14
Humboldt,48.88399999999999,-97.15,798,76.55,52.628,0.0,15.0,779.0,-147.0,"Kittson, MN",2017-07-15
Humboldt,48.88399999999999,-97.15,798,81.068,46.544,0.0,16.0,795.0,-149.0,"Kittson, MN",2017-07-16
Humboldt,48.88399999999999,-97.15,798,80.168,56.606,0.11,18.0,813.0,-150.0,"Kittson, MN",2017-07-17
Humboldt,48.88399999999999,-97.15,798,79.43,50.864,0.0,15.0,828.0,-155.0,"Kittson, MN",2017-07-18
Humboldt,48.88399999999999,-97.15,798,77.468,48.164,0.22,14.0,842.0,-161.0,"Kittson, MN",2017-07-19
Humboldt,48.88399999999999,-97.15,798,78.26,51.512,0.02,15.0,857.0,-166.0,"Kittson, MN",2017-07-20
Humboldt,48.88399999999999,-97.15,798,81.068,61.088,0.08,21.0,878.0,-164.0,"Kittson, MN",2017-07-21
Humboldt,48.88399999999999,-97.15,798,74.336,59.468,0.591,17.0,895.0,-166.0,"Kittson, MN",2017-07-22
Humboldt,48.88399999999999,-97.15,798,78.602,55.58,0.0,17.0,912.0,-168.0,"Kittson, MN",2017-07-23
Humboldt,48.88399999999999,-97.15,798,79.82600000000002,55.49,0.0,18.0,930.0,-168.0,"Kittson, MN",2017-07-24
Humboldt,48.88399999999999,-97.15,798,78.67399999999998,59.972,0.0,19.0,949.0,-170.0,"Kittson, MN",2017-07-25
Humboldt,48.88399999999999,-97.15,798,79.628,56.858,0.0,18.0,967.0,-168.0,"Kittson, MN",2017-07-26
Humboldt,48.88399999999999,-97.15,798,83.354,53.56399999999999,0.0,18.0,985.0,-166.0,"Kittson, MN",2017-07-27
Humboldt,48.88399999999999,-97.15,798,85.586,53.978,0.0,20.0,1005.0,-163.0,"Kittson, MN",2017-07-28
Humboldt,48.88399999999999,-97.15,798,86.756,58.694,0.0,22.0,1027.0,-158.0,"Kittson, MN",2017-07-29
Humboldt,48.88399999999999,-97.15,798,90.212,58.01,0.0,22.0,1049.0,-155.0,"Kittson, MN",2017-07-30
Humboldt,48.88399999999999,-97.15,798,88.376,60.31399999999999,0.0,23.0,1072.0,-151.0,"Kittson, MN",2017-07-31
Humboldt,48.88399999999999,-97.15,798,79.988,52.628,0.0,16.0,1088.0,-154.0,"Kittson, MN",2017-08-01
Humboldt,48.88399999999999,-97.15,798,69.764,47.984,0.08,10.0,1098.0,-161.0,"Kittson, MN",2017-08-02
Humboldt,48.88399999999999,-97.15,798,76.28,48.578,0.0,13.0,1111.0,-164.0,"Kittson, MN",2017-08-03
Humboldt,48.88399999999999,-97.15,798,79.52,43.837,0.01,15.0,1126.0,-162.0,"Kittson, MN",2017-08-04
Humboldt,48.88399999999999,-97.15,798,78.314,45.005,0.0,14.0,1140.0,-165.0,"Kittson, MN",2017-08-05
Humboldt,48.88399999999999,-97.15,798,80.402,44.168,0.0,15.0,1155.0,-166.0,"Kittson, MN",2017-08-06
Humboldt,48.88399999999999,-97.15,798,81.068,43.83,0.0,16.0,1171.0,-166.0,"Kittson, MN",2017-08-07
Humboldt,48.88399999999999,-97.15,798,77.9,54.32,0.0,16.0,1187.0,-169.0,"Kittson, MN",2017-08-08
Humboldt,48.88399999999999,-97.15,798,70.718,51.08,0.21,11.0,1198.0,-173.0,"Kittson, MN",2017-08-09
Humboldt,48.88399999999999,-97.15,798,78.404,50.27,0.01,14.0,1212.0,-175.0,"Kittson, MN",2017-08-10
Humboldt,48.88399999999999,-97.15,798,78.44,45.687,0.0,14.0,1226.0,-177.0,"Kittson, MN",2017-08-11
Humboldt,48.88399999999999,-97.15,798,81.59,45.51600000000001,0.0,16.0,1242.0,-179.0,"Kittson, MN",2017-08-12
Humboldt,48.88399999999999,-97.15,798,80.222,48.506,0.0,15.0,1257.0,-180.0,"Kittson, MN",2017-08-13
Humboldt,48.88399999999999,-97.15,798,82.32799999999997,45.51600000000001,0.0,16.0,1273.0,-181.0,"Kittson, MN",2017-08-14
Humboldt,48.88399999999999,-97.15,798,80.204,49.01,0.09,15.0,1288.0,-186.0,"Kittson, MN",2017-08-15
Humboldt,48.88399999999999,-97.15,798,70.88,52.7,0.07,12.0,1300.0,-192.0,"Kittson, MN",2017-08-16
Humboldt,48.88399999999999,-97.15,798,79.286,52.286,0.0,16.0,1316.0,-192.0,"Kittson, MN",2017-08-17
Humboldt,48.88399999999999,-97.15,798,80.654,49.676,0.0,15.0,1331.0,-194.0,"Kittson, MN",2017-08-18
Humboldt,48.88399999999999,-97.15,798,87.08,48.164,0.0,18.0,1349.0,-192.0,"Kittson, MN",2017-08-19
Humboldt,48.88399999999999,-97.15,798,76.37,52.01600000000001,0.0,14.0,1363.0,-195.0,"Kittson, MN",2017-08-20
Humboldt,48.88399999999999,-97.15,798,70.25,46.886,0.03,10.0,1373.0,-202.0,"Kittson, MN",2017-08-21
Humboldt,48.88399999999999,-97.15,798,73.742,45.005,0.0,12.0,1385.0,-207.0,"Kittson, MN",2017-08-22
Humboldt,48.88399999999999,-97.15,798,65.55199999999999,42.408,0.08,8.0,1393.0,-217.0,"Kittson, MN",2017-08-23
Humboldt,48.88399999999999,-97.15,798,74.678,35.55699999999999,0.0,12.0,1405.0,-223.0,"Kittson, MN",2017-08-24
Humboldt,48.88399999999999,-97.15,798,79.322,43.858,0.0,15.0,1420.0,-222.0,"Kittson, MN",2017-08-25
Humboldt,48.88399999999999,-97.15,798,67.154,53.132,0.0,10.0,1430.0,-228.0,"Kittson, MN",2017-08-26
Humboldt,48.88399999999999,-97.15,798,81.5,52.106,0.0,17.0,1447.0,-227.0,"Kittson, MN",2017-08-27
Humboldt,48.88399999999999,-97.15,798,87.926,44.409,0.0,18.0,1465.0,-229.0,"Kittson, MN",2017-08-28
Humboldt,48.88399999999999,-97.15,798,89.132,53.90600000000001,0.0,20.0,1485.0,-226.0,"Kittson, MN",2017-08-29
Humboldt,48.88399999999999,-97.15,798,80.402,45.51600000000001,0.0,15.0,1500.0,-229.0,"Kittson, MN",2017-08-30
Humboldt,48.88399999999999,-97.15,798,77.9,41.799,0.0,14.0,1514.0,-232.0,"Kittson, MN",2017-08-31
Humboldt,48.88399999999999,-97.15,798,70.898,55.148,0.04,13.0,1527.0,-234.0,"Kittson, MN",2017-09-01
Humboldt,48.88399999999999,-97.15,798,79.574,46.886,0.0,15.0,1542.0,-236.0,"Kittson, MN",2017-09-02
Humboldt,48.88399999999999,-97.15,798,84.056,48.542,0.0,17.0,1559.0,-239.0,"Kittson, MN",2017-09-03
Humboldt,48.88399999999999,-97.15,798,69.116,48.164,0.0,10.0,1569.0,-244.0,"Kittson, MN",2017-09-04
Humboldt,48.88399999999999,-97.15,798,67.49600000000001,37.319,0.0,9.0,1578.0,-250.0,"Kittson, MN",2017-09-05
Humboldt,48.88399999999999,-97.15,798,70.16,32.421,0.0,10.0,1588.0,-255.0,"Kittson, MN",2017-09-06
Humboldt,48.88399999999999,-97.15,798,77.738,46.121,0.0,14.0,1602.0,-254.0,"Kittson, MN",2017-09-07
Humboldt,48.88399999999999,-97.15,798,73.994,36.496,0.0,12.0,1614.0,-255.0,"Kittson, MN",2017-09-08
Humboldt,48.88399999999999,-97.15,798,83.53399999999998,45.174,0.0,17.0,1631.0,-247.0,"Kittson, MN",2017-09-09
Humboldt,48.88399999999999,-97.15,798,84.056,59.558,0.0,22.0,1653.0,-236.0,"Kittson, MN",2017-09-10
Humboldt,48.88399999999999,-97.15,798,82.346,47.48,0.0,16.0,1669.0,-231.0,"Kittson, MN",2017-09-11
Humboldt,48.88399999999999,-97.15,798,93.038,52.01600000000001,0.0,19.0,1688.0,-221.0,"Kittson, MN",2017-09-12
Humboldt,48.88399999999999,-97.15,798,81.30199999999998,55.238,0.0,18.0,1706.0,-214.0,"Kittson, MN",2017-09-13
Humboldt,48.88399999999999,-97.15,798,64.31,49.856,0.0,7.0,1713.0,-216.0,"Kittson, MN",2017-09-14
Humboldt,48.88399999999999,-97.15,798,55.184,45.94300000000001,0.971,3.0,1716.0,-226.0,"Kittson, MN",2017-09-15
Humboldt,48.88399999999999,-97.15,798,51.26,45.261,0.08,1.0,1717.0,-235.0,"Kittson, MN",2017-09-16
Humboldt,48.88399999999999,-97.15,798,60.65600000000001,40.325,0.0,5.0,1722.0,-237.0,"Kittson, MN",2017-09-17
Humboldt,48.88399999999999,-97.15,798,66.218,38.089,0.0,8.0,1730.0,-241.0,"Kittson, MN",2017-09-18
Humboldt,48.88399999999999,-97.15,798,72.914,52.538,0.02,13.0,1743.0,-239.0,"Kittson, MN",2017-09-19
Humboldt,48.88399999999999,-97.15,798,70.97,49.892,0.04,10.0,1753.0,-238.0,"Kittson, MN",2017-09-20
Humboldt,48.88399999999999,-97.15,798,78.836,48.668,0.0,14.0,1767.0,-234.0,"Kittson, MN",2017-09-21
Humboldt,48.88399999999999,-97.15,798,71.24,49.892,0.1,11.0,1778.0,-232.0,"Kittson, MN",2017-09-22
Humboldt,48.88399999999999,-97.15,798,61.412,47.822,0.18,6.0,1784.0,-239.0,"Kittson, MN",2017-09-23
Humboldt,48.88399999999999,-97.15,798,52.106,47.57,1.161,1.0,1785.0,-250.0,"Kittson, MN",2017-09-24
Humboldt,48.88399999999999,-97.15,798,52.88,46.112,0.0,1.0,1786.0,-262.0,"Kittson, MN",2017-09-25
Humboldt,48.88399999999999,-97.15,798,49.514,42.57,0.541,0.0,1786.0,-276.0,"Kittson, MN",2017-09-26
Humboldt,48.88399999999999,-97.15,798,70.376,34.534,0.01,10.0,1796.0,-276.0,"Kittson, MN",2017-09-27
Humboldt,48.88399999999999,-97.15,798,65.12,39.771,0.01,8.0,1804.0,-274.0,"Kittson, MN",2017-09-28
Humboldt,48.88399999999999,-97.15,798,61.304,30.819000000000006,0.0,6.0,1810.0,-277.0,"Kittson, MN",2017-09-29
Humboldt,48.88399999999999,-97.15,798,71.654,39.866,0.0,11.0,1821.0,-278.0,"Kittson, MN",2017-09-30
Stephen,48.45675,-96.853953,1072,79.862,44.512,0.0,,,,"Marshall, MN",2017-05-15
Stephen,48.45675,-96.853953,1072,61.628,43.653,0.0,6.0,6.0,-3.0,"Marshall, MN",2017-05-16
Stephen,48.45675,-96.853953,1072,59.918,41.819,0.0,5.0,11.0,-11.0,"Marshall, MN",2017-05-17
Stephen,48.45675,-96.853953,1072,62.294,36.684,0.0,6.0,17.0,-15.0,"Marshall, MN",2017-05-18
Stephen,48.45675,-96.853953,1072,66.11,28.913,0.0,8.0,25.0,-14.0,"Marshall, MN",2017-05-19
Stephen,48.45675,-96.853953,1072,57.974,41.459,0.29,4.0,29.0,-19.0,"Marshall, MN",2017-05-20
Stephen,48.45675,-96.853953,1072,50.378,38.833,0.29,0.0,29.0,-27.0,"Marshall, MN",2017-05-21
Stephen,48.45675,-96.853953,1072,54.536,45.676,0.01,2.0,31.0,-41.0,"Marshall, MN",2017-05-22
Stephen,48.45675,-96.853953,1072,66.146,44.631,0.0,8.0,39.0,-48.0,"Marshall, MN",2017-05-23
Stephen,48.45675,-96.853953,1072,70.898,37.236,0.0,10.0,49.0,-53.0,"Marshall, MN",2017-05-24
Stephen,48.45675,-96.853953,1072,71.204,48.362,0.0,11.0,60.0,-55.0,"Marshall, MN",2017-05-25
Stephen,48.45675,-96.853953,1072,70.77199999999998,46.337,0.0,10.0,70.0,-58.0,"Marshall, MN",2017-05-26
Stephen,48.45675,-96.853953,1072,76.28,44.63399999999999,0.03,13.0,83.0,-58.0,"Marshall, MN",2017-05-27
Stephen,48.45675,-96.853953,1072,62.618,46.76,0.17,6.0,89.0,-67.0,"Marshall, MN",2017-05-28
Stephen,48.45675,-96.853953,1072,60.476000000000006,44.02,0.0,5.0,94.0,-73.0,"Marshall, MN",2017-05-29
Stephen,48.45675,-96.853953,1072,68.558,43.776,0.0,9.0,103.0,-77.0,"Marshall, MN",2017-05-30
Stephen,48.45675,-96.853953,1072,78.278,44.86600000000001,0.0,14.0,117.0,-74.0,"Marshall, MN",2017-05-31
Stephen,48.45675,-96.853953,1072,84.992,50.63,0.0,18.0,135.0,-66.0,"Marshall, MN",2017-06-01
Stephen,48.45675,-96.853953,1072,95.594,60.584,0.44,23.0,158.0,-53.0,"Marshall, MN",2017-06-02
Stephen,48.45675,-96.853953,1072,82.508,62.348,0.03,22.0,180.0,-43.0,"Marshall, MN",2017-06-03
Stephen,48.45675,-96.853953,1072,80.6,54.896,0.0,18.0,198.0,-39.0,"Marshall, MN",2017-06-04
Stephen,48.45675,-96.853953,1072,84.25399999999998,50.63,0.0,17.0,215.0,-38.0,"Marshall, MN",2017-06-05
Stephen,48.45675,-96.853953,1072,89.52799999999998,62.618,0.11,24.0,239.0,-27.0,"Marshall, MN",2017-06-06
Stephen,48.45675,-96.853953,1072,76.442,59.882,0.27,18.0,257.0,-24.0,"Marshall, MN",2017-06-07
Stephen,48.45675,-96.853953,1072,82.598,54.104,0.0,18.0,275.0,-20.0,"Marshall, MN",2017-06-08
Stephen,48.45675,-96.853953,1072,86.522,53.078,0.63,20.0,295.0,-16.0,"Marshall, MN",2017-06-09
Stephen,48.45675,-96.853953,1072,78.278,59.18,0.09,19.0,314.0,-14.0,"Marshall, MN",2017-06-10
Stephen,48.45675,-96.853953,1072,82.814,56.49800000000001,0.0,20.0,334.0,-7.0,"Marshall, MN",2017-06-11
Stephen,48.45675,-96.853953,1072,75.83,51.29600000000001,0.0,14.0,348.0,-6.0,"Marshall, MN",2017-06-12
Stephen,48.45675,-96.853953,1072,76.748,53.006,0.31,15.0,363.0,-8.0,"Marshall, MN",2017-06-13
Stephen,48.45675,-96.853953,1072,77.018,58.694,0.13,18.0,381.0,-7.0,"Marshall, MN",2017-06-14
Stephen,48.45675,-96.853953,1072,73.958,56.444,0.0,15.0,396.0,-6.0,"Marshall, MN",2017-06-15
Stephen,48.45675,-96.853953,1072,79.934,55.76,0.06,18.0,414.0,-2.0,"Marshall, MN",2017-06-16
Stephen,48.45675,-96.853953,1072,67.946,55.94,0.0,12.0,426.0,-6.0,"Marshall, MN",2017-06-17
Stephen,48.45675,-96.853953,1072,67.334,54.176,0.0,11.0,437.0,-9.0,"Marshall, MN",2017-06-18
Stephen,48.45675,-96.853953,1072,72.608,51.71,0.0,12.0,449.0,-14.0,"Marshall, MN",2017-06-19
Stephen,48.45675,-96.853953,1072,74.264,46.652,0.0,12.0,461.0,-17.0,"Marshall, MN",2017-06-20
Stephen,48.45675,-96.853953,1072,82.994,51.29600000000001,0.04,17.0,478.0,-17.0,"Marshall, MN",2017-06-21
Stephen,48.45675,-96.853953,1072,77.45,48.182,0.0,14.0,492.0,-19.0,"Marshall, MN",2017-06-22
Stephen,48.45675,-96.853953,1072,64.616,54.59,0.0,10.0,502.0,-25.0,"Marshall, MN",2017-06-23
Stephen,48.45675,-96.853953,1072,56.858,49.76600000000001,0.02,3.0,505.0,-39.0,"Marshall, MN",2017-06-24
Stephen,48.45675,-96.853953,1072,65.822,40.725,0.0,8.0,513.0,-49.0,"Marshall, MN",2017-06-25
Stephen,48.45675,-96.853953,1072,75.542,39.315,0.0,13.0,526.0,-55.0,"Marshall, MN",2017-06-26
Stephen,48.45675,-96.853953,1072,81.28399999999998,48.29,0.0,16.0,542.0,-60.0,"Marshall, MN",2017-06-27
Stephen,48.45675,-96.853953,1072,66.02,57.956,1.931,12.0,554.0,-68.0,"Marshall, MN",2017-06-28
Stephen,48.45675,-96.853953,1072,76.316,53.618,0.0,15.0,569.0,-72.0,"Marshall, MN",2017-06-29
Stephen,48.45675,-96.853953,1072,71.258,53.312,0.0,12.0,581.0,-76.0,"Marshall, MN",2017-06-30
Stephen,48.45675,-96.853953,1072,71.618,52.142,0.07,12.0,593.0,-80.0,"Marshall, MN",2017-07-01
Stephen,48.45675,-96.853953,1072,73.274,47.012,0.0,12.0,605.0,-87.0,"Marshall, MN",2017-07-02
